name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
PublicServiceCategoryText,nc:TextType,TextType,,nc:PublicServiceCategoryAbstract,PublicServiceCategoryAbstract,False,True,A kind of public service.
PublicServiceChannelAbstract,,,,,,True,False,A data concept for a particular end or object through which the service may be available.
PublicServiceChannelText,nc:TextType,TextType,,nc:PublicServiceChannelAbstract,PublicServiceChannelAbstract,False,True,A particular end or object through which the service may be available.
PublicServiceDescriptionText,nc:TextType,TextType,,,,False,True,A description of the public service.
PublicServiceInputResourceDocument,nc:DocumentType,DocumentType,,,,False,True,A resource required by the service in order to operate.
PublicServiceLanguage,nc:LanguageType,LanguageType,,,,False,True,A language in which the service is available.
PublicServiceLocation,nc:LocationType,LocationType,,,,False,True,A physical location at which a user may interact with a public service.
PublicServiceName,nc:TextType,TextType,,,,False,True,A name of a public service.
PublicServiceOutputResourceDocument,nc:DocumentType,DocumentType,,,,False,True,A resource produced by a public service.
PublicServiceRelatedLocation,nc:LocationType,LocationType,,,,False,True,A location or place related to an available public service.
PublicServiceRelatedService,nc:PublicServiceType,PublicServiceType,,,,False,True,"A public service related to this service, but not required."
PublicServiceRequiredService,nc:PublicServiceType,PublicServiceType,,,,False,True,A public service that is required by this service.
PublicServiceWebsiteURI,niem-xs:anyURI,anyURI,,,,False,True,A web page through which a public service may be available.
PublisherName,nc:TextType,TextType,,,,False,True,A name of an entity responsible for the publication of the information.
QualityComment,nc:CommentType,CommentType,,,,False,True,"A remark, explanation, or observation regarding the accuracy or trustworthiness of the information."
QuarterID,nc:QuarterIDType,QuarterIDType,,nc:DateRepresentation,DateRepresentation,False,True,An identifier of a three-month period in a calendar or fiscal year.
RangeMaximumDecimalValue,niem-xs:decimal,decimal,,,,False,True,A maximum value of a range.
RangeMaximumDoubleValue,niem-xs:double,double,,,,False,True,A maximum value of a range.
RangeMaximumIntegerValue,niem-xs:integer,integer,,,,False,True,A maximum value of a range.
RangeMaximumUnsignedIntegerValue,niem-xs:unsignedInt,unsignedInt,,,,False,True,A maximum value of a range.
RangeMinimumDecimalValue,niem-xs:decimal,decimal,,,,False,True,A minimum value of a range.
RangeMinimumDoubleValue,niem-xs:double,double,,,,False,True,A minimum value of a range.
RangeMinimumIntegerValue,niem-xs:integer,integer,,,,False,True,A minimum value of a range.
RangeMinimumUnsignedIntegerValue,niem-xs:unsignedInt,unsignedInt,,,,False,True,A minimum value of a range.
RealEstate,nc:RealEstateType,RealEstateType,,,,False,True,A piece of land and any permanent structures and natural resources on it.
RealEstateAcreageText,nc:TextType,TextType,,,,False,True,An area of land measured in acres.
RealEstateAttachedFacility,nc:FacilityType,FacilityType,,,,False,True,A permanent structure attached or affixed to real estate.
RealEstateAugmentationPoint,,,,,,True,False,An augmentation point for RealEstateType.
RealEstateBoundaryDescriptionText,nc:TextType,TextType,,,,False,True,A description of the boundary or real property limits of a piece of real estate.
Recommendation,nc:RecommendationType,RecommendationType,,,,False,True,A suggestion or proposal as to the best course of action.
RecommendationAugmentationPoint,,,,,,True,False,An augmentation point for RecommendationType
RecommendationCategoryAbstract,,,,,,True,False,A data concept for a kind of recommendation.
RecommendationCategoryText,nc:TextType,TextType,,nc:RecommendationCategoryAbstract,RecommendationCategoryAbstract,False,True,A kind of recommendation.
RecommendationComment,nc:CommentType,CommentType,,,,False,True,A comment about the recommendation.
RecommendationDate,nc:DateType,DateType,,,,False,True,A date on which a recommendation is made.
RecommendationDescriptionText,nc:TextType,TextType,,,,False,True,A description of a recommendation.
RecommendationEntity,nc:EntityType,EntityType,,,,False,True,A person or organization who makes a recommendation.
RecommendationSubjectText,nc:TextType,TextType,,,,False,True,A subject of a recommendation.
RecommendationText,nc:TextType,TextType,,,,False,True,A recommendation.
Referral,nc:ReferralType,ReferralType,,,,False,True,"A recommendation of a person to an activity, program, or product."
ReferralActivity,nc:ActivityType,ActivityType,,,,False,True,An activity or program to which a person is directed to attend or perform.
ReferralAugmentationPoint,,,,,,True,False,An augmentation point for ReferralType.
ReferralEntity,nc:EntityType,EntityType,,,,False,True,An entity to which a person has been referred.
ReferralIssuer,nc:EntityType,EntityType,,,,False,True,"An entity which recommends a person to an activity, program, or product."
ReferralItem,nc:ItemType,ItemType,,,,False,True,A property item to which a person has been directed.
ReferralMandatoryIndicator,niem-xs:boolean,boolean,,,,False,True,True if a referral is required; false if a referral is optional.
ReferralPerson,nc:PersonType,PersonType,,,,False,True,A person who is being directed to a relevant service or product.
ReferralSupervisor,nc:EntityType,EntityType,,,,False,True,An entity which is responsible for ensuring that a person follows a referral.
RelatedActivity,nc:ActivityType,ActivityType,,,,False,True,An activity having some relationship or association to another activity.
RelatedActivityAssociation,nc:RelatedActivityAssociationType,RelatedActivityAssociationType,,,,False,True,An association between an activity and a related activity.
RelatedActivityAssociationAugmentationPoint,,,,,,True,False,An augmentation point for RelatedActivityAssociationType.
RelatedCaseAssociation,nc:RelatedActivityAssociationType,RelatedActivityAssociationType,,,,False,True,An association between related cases.
RelativeLocation,nc:RelativeLocationType,RelativeLocationType,,,,False,True,A location identified by its proximity to another location.
RelativeLocationAugmentationPoint,,,,,,True,False,An augmentation point for RelativeLocationType.
RelativeLocationDescriptionText,nc:TextType,TextType,,,,False,True,A description of how to reach a location from a certain starting point.
RelativeLocationDirectionAbstract,,,,,,True,False,A data concept for a relative location or movement from a starting point.
RelativeLocationDirectionCode,nc:DirectionCodeType,DirectionCodeType,,nc:RelativeLocationDirectionAbstract,RelativeLocationDirectionAbstract,False,True,A relative compass direction of a location or movement from a starting point.
RelativeLocationDirectionText,nc:TextType,TextType,,nc:RelativeLocationDirectionAbstract,RelativeLocationDirectionAbstract,False,True,A relative direction of a location or movement from a starting point.
RelativeLocationDistanceMeasure,nc:LengthMeasureType,LengthMeasureType,,,,False,True,A measurement of the distance of a location from a starting point.
RelativeLocationHeadingValue,nc:RelativeLocationHeadingType,RelativeLocationHeadingType,,,,False,True,A heading of a direction from a starting point.
RelativeLocationReferencePoint,nc:LocationType,LocationType,,,,False,True,A starting point used as a basis to determine the location of another point.
Release,nc:ReleaseType,ReleaseType,,,,False,True,"A freeing or discharge of someone or something from an activity, supervision, or obligation."
ReleaseAugmentationPoint,,,,,,True,False,An augmentation point for ReleaseType.
ReleaseDate,nc:DateType,DateType,,,,False,True,A date the information was first released for dissemination.
ReleaseFromLocation,nc:LocationType,LocationType,,,,False,True,A location from which someone or something is released.
ReleaseIssuer,nc:EntityType,EntityType,,,,False,True,An entity that authorizes a release.
ReleaseItem,nc:ItemType,ItemType,,,,False,True,An item that is released from holding.
ReleasePerson,nc:PersonType,PersonType,,,,False,True,A person who is released from confinement or an obligation.
ReleaseRecipient,nc:EntityType,EntityType,,,,False,True,An entity which receives custody or supervisory authority over someone or something.
ReleaseSupervisor,nc:EntityType,EntityType,,,,False,True,An entity responsible for overseeing the release of someone or something from custody.
ReleaseToLocation,nc:LocationType,LocationType,,,,False,True,A location to which someone or something is released.
Report,nc:ReportType,ReportType,,,,False,True,"An account given of a particular matter, especially in the form of an official document, after thorough investigation or consideration by an appointed person or body."
ReportAssignee,nc:PersonType,PersonType,,,,False,True,A person responsible for generating or developing a document.
ReportAugmentationPoint,,,,,,True,False,An augmentation point for ReportType.
ReportCoverageDateRange,nc:DateRangeType,DateRangeType,,,,False,True,A period of time covered by a document.
ReportDueDate,nc:DateType,DateType,,,,False,True,A due date for the next report.
ReportedDate,nc:DateType,DateType,,,,False,True,"A date information was observed, measured, identified, or became known."
ReportFrequencyAbstract,,,,,,True,False,A data concept for a frequency or period for which a recurring report is published.
ReportFrequencyText,nc:TextType,TextType,,nc:ReportFrequencyAbstract,ReportFrequencyAbstract,False,True,A frequency or period for which a recurring report is published.
ReportID,niem-xs:string,string,,,,False,True,An identifier for a report.
ReportingOrganization,nc:OrganizationType,OrganizationType,,nc:ReportingOrganizationAbstract,ReportingOrganizationAbstract,False,True,An organization that provided the information.
ReportingOrganizationAbstract,,,,,,True,False,A data concept for an organization that provided the information.
ReportingOrganizationText,nc:TextType,TextType,,nc:ReportingOrganizationAbstract,ReportingOrganizationAbstract,False,True,"A name, identifier, or reference of an organization that provided the information."
ReportingPerson,nc:PersonType,PersonType,,nc:ReportingPersonAbstract,ReportingPersonAbstract,False,True,A person who provided the information.
ReportingPersonAbstract,,,,,,True,False,A data concept for a person who provided the information.
ReportingPersonRoleAbstract,,,,,,True,False,"A data concept for a type, responsibility, or role of a person who provided the information."
ReportingPersonRoleText,nc:TextType,TextType,,nc:ReportingPersonRoleAbstract,ReportingPersonRoleAbstract,False,True,"A type, responsibility, or role of a person who provided the information."
ReportingPersonText,nc:TextType,TextType,,nc:ReportingPersonAbstract,ReportingPersonAbstract,False,True,"A name, identifier, or reference of a person who provided the information."
ReportTemplateCategoryAbstract,,,,,,True,False,A data concept for a kind of template for a report.
ReportTemplateCategoryText,nc:TextType,TextType,,nc:ReportTemplateCategoryAbstract,ReportTemplateCategoryAbstract,False,True,A kind of template for a report.
RepositoryID,niem-xs:string,string,,,,False,True,An identifier assigned to the repository from which the information originated.
Request,nc:RequestType,RequestType,,,,False,True,A formal message requesting something that is submitted to an authority.
RequestAugmentationPoint,,,,,,True,False,An augmentation point for RequestType.
RequestCategoryAbstract,,,,,,True,False,A data concept for a kind of request.
RequestCategoryText,nc:TextType,TextType,,nc:RequestCategoryAbstract,RequestCategoryAbstract,False,True,A kind of request.
RequestContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A set of contact information for a point of contact for the request.
RequestDate,nc:DateType,DateType,,,,False,True,A date on which a request was made.
RequestDecisionDate,nc:DateType,DateType,,,,False,True,A date on which a decision was recorded for a request.
RequestDecisionText,nc:TextType,TextType,,,,False,True,A decision that was made over a request.
RequestDescriptionText,nc:TextType,TextType,,,,False,True,A description of a request.
RequestIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a request.
RequestStatus,nc:StatusType,StatusType,,,,False,True,A status of a request.
RequestText,nc:TextType,TextType,,,,False,True,A request message.
ResidenceDescriptionText,nc:TextType,TextType,,,,False,True,A general description of a place in which a person lives.
ResidenceOccupancyCategoryAbstract,,,,,,True,False,A data concept for a kind of occupancy of a residence.
ResidenceOccupancyCategoryText,nc:TextType,TextType,,nc:ResidenceOccupancyCategoryAbstract,ResidenceOccupancyCategoryAbstract,False,True,A kind of occupancy of a residence.
ResidencePaymentAmount,nc:AmountType,AmountType,,,,False,True,An amount of money a person pays each payment period to live at a residence.
ResidencePaymentPeriodAbstract,,,,,,True,False,A data concept for a kind of occupancy of a residence.
ResidencePaymentPeriodText,nc:TextType,TextType,,nc:ResidencePaymentPeriodAbstract,ResidencePaymentPeriodAbstract,False,True,An interval or period for which a person is required to make regular residence payments.
ResidentialFacility,nc:FacilityType,FacilityType,,,,False,True,A structure in which a person lives.
RiskReductionFacility,nc:FacilityType,FacilityType,,,,False,True,A facility to which a person may be remanded in order to lower the probability of undesirable outcomes.
