name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
ContactInformationAvailabilityText,nc:TextType,TextType,,nc:ContactInformationAvailabilityAbstract,ContactInformationAvailabilityAbstract,False,True,A period of time or a situation in which an entity is available to be contacted with the given contact information.
ContactInformationCategoryAbstract,,,,,,True,False,A data concept for a kind of contact information.
ContactInformationDescriptionText,nc:TextType,TextType,,,,False,True,A description of the contact information.
ContactInstantMessenger,nc:InstantMessengerType,InstantMessengerType,,nc:ContactMeansAbstract,ContactMeansAbstract,False,True,A user account for an instant messaging program by which a person or organization may be contacted.
ContactMailingAddress,nc:AddressType,AddressType,,nc:ContactMeansAbstract,ContactMeansAbstract,False,True,A postal address by which a person or organization may be contacted.
ContactMeansAbstract,,,,,,True,False,A data concept for a means of contacting someone.
ContactRadio,nc:ContactRadioType,ContactRadioType,,nc:ContactMeansAbstract,ContactMeansAbstract,False,True,A method of contacting a person or organization by messages over a radio.
ContactRadioAugmentationPoint,,,,,,True,False,An augmentation point for ContactRadioType.
ContactRadioCallSignID,niem-xs:string,string,,,,False,True,An identifier of a person using a radio.
ContactRadioCategoryAbstract,,,,,,True,False,A data concept for a kind of wavelength or band of a radio.
ContactRadioCategoryText,nc:TextType,TextType,,nc:ContactRadioCategoryAbstract,ContactRadioCategoryAbstract,False,True,A kind of wavelength or band of a radio.
ContactRadioChannelText,nc:TextType,TextType,,,,False,True,A radio channel or frequency within the band.
ContactResponder,nc:PersonType,PersonType,,,,False,True,A third party person who answers a call and connects or directs the caller to the intended person.
ContactTelephoneNumber,nc:TelephoneNumberType,TelephoneNumberType,,nc:ContactMeansAbstract,ContactMeansAbstract,False,True,A telephone number for a telecommunication device by which a person or organization may be contacted.
ContactWebsiteURI,niem-xs:anyURI,anyURI,,nc:ContactMeansAbstract,ContactMeansAbstract,False,True,A website address by which a person or organization may be contacted.
Container,nc:ItemType,ItemType,,,,False,True,An item that holds something.
Conveyance,nc:ConveyanceType,ConveyanceType,,,,False,True,A means of transport.
ConveyanceAugmentationPoint,,,,,,True,False,An augmentation point for ConveyanceType.
ConveyanceCargoText,nc:TextType,TextType,,,,False,True,A cargo or set of goods transported by a conveyance.
ConveyanceCategoryAbstract,,,,,,True,False,A data concept for a kind of conveyance.
ConveyanceColorPrimaryText,nc:TextType,TextType,,nc:ItemColorPrimaryAbstract,ItemColorPrimaryAbstract,False,True,"A single, upper-most, front-most, or majority color of a conveyance."
ConveyanceColorSecondaryText,nc:TextType,TextType,,nc:ItemColorSecondaryAbstract,ItemColorSecondaryAbstract,False,True,A lower-most or rear-most color of a two-tone conveyance or a lesser color of a multi-colored conveyance.
ConveyanceEngineQuantity,niem-xs:nonNegativeInteger,nonNegativeInteger,,,,False,True,A number of engines on a conveyance.
ConveyanceFuelCategoryAbstract,,,,,,True,False,A data concept for a kind of fuel or motive power used to propel a conveyance.
ConveyanceFuelCategoryText,nc:TextType,TextType,,nc:ConveyanceFuelCategoryAbstract,ConveyanceFuelCategoryAbstract,False,True,A kind of fuel or motive power used to propel a conveyance.
ConveyanceMotorizedIndicator,niem-xs:boolean,boolean,,,,False,True,True if a conveyance is powered by a motor; false otherwise.
ConveyanceOperator,nc:PersonType,PersonType,,,,False,True,A person who operates or drives a conveyance.
ConveyancePassengerQuantity,nc:QuantityType,QuantityType,,,,False,True,A number of people in a conveyance excluding the driver.
ConveyanceTowedIndicator,niem-xs:boolean,boolean,,,,False,True,True if a conveyance is towed; false otherwise.
ConveyanceUseAbstract,,,,,,True,False,A data concept for a manner or way in which a conveyance is used.
ConveyedItem,nc:ItemType,ItemType,,,,False,True,An item that is specifically being conveyed.
ConveyedPerson,nc:PersonType,PersonType,,,,False,True,A person being conveyed.
CoordinatingAgency,nc:OrganizationType,OrganizationType,,,,False,True,"An institution that provides information resources, such as geographic information, field surveys, and telecommunications."
Country,nc:CountryType,CountryType,,,,False,True,"A country, territory, dependency, or other such geopolitical subdivision of a location."
CountryAugmentationPoint,,,,,,True,False,An augmentation point for type nc:CountryType
CountryCode,nc:CodeType,CodeType,,nc:CountryRepresentation,CountryRepresentation,False,True,"A country, territory, dependency, or other such geopolitical subdivision of a location."
CountryName,nc:ProperNameTextType,ProperNameTextType,,nc:CountryRepresentation,CountryRepresentation,False,True,"A name of a country, territory, dependency, or other such geopolitical subdivision of a location."
CountryRepresentation,,,,,,True,False,A data concept for a representation of a country.
CourtCase,nc:CaseType,CaseType,,,,False,True,A court case.
CoworkerAssociation,nc:PersonAssociationType,PersonAssociationType,,,,False,True,An association between people who work together.
CreatorName,nc:TextType,TextType,,,,False,True,A name of an entity primarily responsible for generating or producing the information.
Crisis,nc:CrisisType,CrisisType,,,,False,True,A crisis.
CrisisAugmentationPoint,,,,,,True,False,An augmentation point for type nc:CrisisType
CrisisDescriptionText,nc:TextType,TextType,,,,False,True,A description of a crisis.
CrisisIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a crisis.
CrisisImage,nc:ImageType,ImageType,,,,False,True,An image of a crisis.
CrisisLocation,nc:LocationType,LocationType,,,,False,True,A location of a crisis.
CrisisName,nc:TextType,TextType,,,,False,True,A name of a crisis.
CrisisStatus,nc:StatusType,StatusType,,,,False,True,A status of a crisis.
CrisisURLID,niem-xs:anyURI,anyURI,,,,False,True,An URL identifier for information about a crisis.
CrossStreetAugmentationPoint,,,,,,True,False,An augmentation point for CrossStreetType.
CrossStreetDescriptionText,nc:TextType,TextType,,,,False,True,A description of a street intersection.
CrossStreetRelativeLocation,nc:RelativeLocationType,RelativeLocationType,,,,False,True,A location of something relative to a street intersection.
CurrencyAbstract,,,,,,True,False,A data concept for a unit of money or exchange.
CurrencyText,nc:TextType,TextType,,nc:CurrencyAbstract,CurrencyAbstract,False,True,A unit of money or exchange.
Date,niem-xs:date,date,,nc:DateRepresentation,DateRepresentation,False,True,A full date.
DateAccuracyAbstract,,,,,,True,False,A data concept for a subjective assessment that indicates belief that date content is exact or accurate.
DateAugmentationPoint,,,,,,True,False,An augmentation point for DateType.
DateMarginOfErrorDuration,niem-xs:duration,duration,,,,False,True,A subjective assessment of the uncertainty of an estimated point by bounding an elements value with an estimated margin of error.
DateRange,nc:DateRangeType,DateRangeType,,nc:DateRepresentation,DateRepresentation,False,True,A time period measured by a starting and ending point.
DateRangeAugmentationPoint,,,,,,True,False,An augmentation point for DateRangeType.
DateRepresentation,,,,,,True,False,A data concept for a representation of a date.
DateTime,niem-xs:dateTime,dateTime,,nc:DateRepresentation,DateRepresentation,False,True,A full date and time.
DayDate,niem-xs:gDay,gDay,,nc:DateRepresentation,DateRepresentation,False,True,A day date.
Decal,nc:DecalType,DecalType,,,,False,True,"A sticker, or a picture, design, or label made to be transferred from specially prepared paper."
DecalAugmentationPoint,,,,,,True,False,An augmentation point for DecalType.
DecalColorAbstract,,,,,,True,False,A data concept for a color of a decal.
DecalColorText,nc:TextType,TextType,,nc:DecalColorAbstract,DecalColorAbstract,False,True,A color of a decal.
DecalID,niem-xs:string,string,,,,False,True,An identifier assigned to a decal in a given year.
DecalMonthDate,niem-xs:gMonth,gMonth,,,,False,True,A month displayed on a decal.
DecalPeriodAbstract,,,,,,True,False,A data concept for a lifespan of a decal for which it is valid.
DecalPeriodText,nc:TextType,TextType,,nc:DecalPeriodAbstract,DecalPeriodAbstract,False,True,A lifespan of a decal for which it is valid.
DecalYearDate,niem-xs:gYear,gYear,,,,False,True,A year displayed on a decal.
DecimalRangeAugmentationPoint,,,,,,True,False,An augmentation point for DecimalRangeType.
Departure,nc:DepartureType,DepartureType,,,,False,True,A leaving from one location to another.
DepartureAugmentationPoint,,,,,,True,False,An augmentation point for type nc:DepartureType
DepartureDate,nc:DateType,DateType,,,,False,True,A date of departure.
DepartureEstimatedDate,nc:DateType,DateType,,,,False,True,An estimated date of departure.
DepartureLocation,nc:LocationType,LocationType,,,,False,True,A location of departure.
DescriptionText,nc:TextType,TextType,,,,False,True,A description of the information.
DeviceAugmentationPoint,,,,,,True,False,An augmentation point for nc:DeviceType.
DeviceCategoryAbstract,,,,,,True,False,A data concept for a kind of communication device.
DeviceCategoryText,nc:TextType,TextType,,nc:DeviceCategoryAbstract,DeviceCategoryAbstract,False,True,A kind of communication device.
DeviceElectronicAddress,nc:ElectronicAddressType,ElectronicAddressType,,,,False,True,An Internet Protocol (IP) address or Uniform Resource Locator (URL) of a device that uniquely identifies a specific site on the Internet or another network.
DeviceESNIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification number of a device specified as an electronic serial number assigned to every GSM and UMTS cellular phone by the specific manufacturer.
DeviceIMEIIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification number of a device specified as an International Mobile Equipment Identity assigned to every mobile phone by the manufacturer.
DeviceIncomingTelephoneNumber,nc:TelephoneNumberType,TelephoneNumberType,,nc:DeviceReceivedInformationAbstract,DeviceReceivedInformationAbstract,False,True,A telephone number of an incoming call.
DeviceIncomingTextMessage,nc:MessageType,MessageType,,nc:DeviceReceivedInformationAbstract,DeviceReceivedInformationAbstract,False,True,A text message received by a device.
DeviceInformationAssociation,nc:DeviceInformationAssociationType,DeviceInformationAssociationType,,,,False,True,"An association between a device and a message, website, binary, or other kind of information."
DeviceInformationAssociationAugmentationPoint,,,,,,True,False,An augmentation point for nc:DeviceInformationAssociationType.
DeviceOutgoingTelephoneNumber,nc:TelephoneNumberType,TelephoneNumberType,,nc:DeviceSentInformationAbstract,DeviceSentInformationAbstract,False,True,A telephone number that was dialed by a device.
