source,target,relation
AddressStreet,StreetType,typedBy
AddressStreet,AddressDeliveryPointAbstract,substitutionGroup
AddressUrbanizationName,TextType,typedBy
AdministrativeID,string,typedBy
Agency,OrganizationType,typedBy
Aircraft,AircraftType,typedBy
AircraftBaseAirport,AirportType,typedBy
AircraftCallSignIdentification,IdentificationType,typedBy
AircraftFuselageColorText,TextType,typedBy
AircraftFuselageColorText,AircraftFuselageColorAbstract,substitutionGroup
AircraftTailIdentification,IdentificationType,typedBy
AircraftWingColorText,TextType,typedBy
AircraftWingColorText,AircraftWingColorAbstract,substitutionGroup
Airport,AirportType,typedBy
AirportCodeText,TextType,typedBy
AirportCodeText,AirportCodeAbstract,substitutionGroup
Amount,decimal,typedBy
AngleMeasure,AngleMeasureType,typedBy
AngularDegreeValue,decimal,typedBy
AngularMeasure,AngularMeasureType,typedBy
AngularMinuteValue,AngularMinuteType,typedBy
AngularRateMeasure,AngularRateMeasureType,typedBy
AngularSecondValue,AngularSecondType,typedBy
Anomaly,AnomalyType,typedBy
AnomalyCategoryText,TextType,typedBy
AnomalyCategoryText,AnomalyCategoryAbstract,substitutionGroup
AnomalyContactInformation,ContactInformationType,typedBy
AnomalyDateTime,DateType,typedBy
AnomalyDescriptionText,TextType,typedBy
AnomalyLocation,LocationType,typedBy
Area,AreaType,typedBy
AreaCircularRegion,CircularRegionType,typedBy
AreaCircularRegion,AreaRegionAbstract,substitutionGroup
AreaDescriptionText,TextType,typedBy
AreaMeasure,AreaMeasureType,typedBy
AreaPolygonRegion,PolygonRegionType,typedBy
AreaPolygonRegion,AreaRegionAbstract,substitutionGroup
Arrival,ArrivalType,typedBy
ArrivalDate,DateType,typedBy
ArrivalEstimatedDate,DateType,typedBy
ArrivalLocation,LocationType,typedBy
Assessment,AssessmentType,typedBy
AssessmentAssessor,EntityType,typedBy
AssessmentComment,CommentType,typedBy
AssessmentFee,ObligationType,typedBy
AssessmentImage,ImageType,typedBy
AssessmentOutcomeText,TextType,typedBy
AssessmentPerson,PersonType,typedBy
AssessmentProgram,ProgramType,typedBy
AssessmentRecommendation,CommentType,typedBy
AssessmentReferral,ReferralType,typedBy
AssessmentReport,DocumentType,typedBy
AssessmentScoreText,TextType,typedBy
AssessmentScoreText,AssessmentScoreAbstract,substitutionGroup
AssessmentSummaryText,TextType,typedBy
AssessmentToolDescriptionText,TextType,typedBy
AssessmentToolName,TextType,typedBy
Association,AssociationType,typedBy
AssociationDateRange,DateRangeType,typedBy
AssociationDescriptionText,TextType,typedBy
Attachment,BinaryType,typedBy
Azimuth360Value,Degree360Type,typedBy
Azimuth360Value,AzimuthAbstract,substitutionGroup
AzimuthDecimalValue,decimal,typedBy
AzimuthDecimalValue,AzimuthAbstract,substitutionGroup
Base64BinaryObject,base64Binary,typedBy
Base64BinaryObject,BinaryObjectAbstract,substitutionGroup
Bearing,BearingType,typedBy
BeginTime,time,typedBy
Binary,BinaryType,typedBy
BinaryAvailableIndicator,boolean,typedBy
BinaryCaptureDate,DateType,typedBy
BinaryCapturer,EntityType,typedBy
BinaryCategoryText,TextType,typedBy
BinaryCategoryText,BinaryCategoryAbstract,substitutionGroup
BinaryDescriptionText,TextType,typedBy
BinaryFormatStandardName,TextType,typedBy
BinaryFormatText,TextType,typedBy
BinaryFormatText,BinaryFormatAbstract,substitutionGroup
BinaryHash,BinaryHashType,typedBy
BinaryHashCode,string,typedBy
BinaryHashFunctionCode,BinaryHashFunctionCodeType,typedBy
BinaryHashFunctionCode,BinaryHashFunctionAbstract,substitutionGroup
BinaryHashFunctionText,TextType,typedBy
BinaryHashFunctionText,BinaryHashFunctionAbstract,substitutionGroup
BinaryID,string,typedBy
BinaryLocation,LocationType,typedBy
BinarySizeValue,NonNegativeDecimalType,typedBy
BinaryURI,anyURI,typedBy
CalendarDate,DateType,typedBy
Capability,CapabilityType,typedBy
CapabilityCategoryText,TextType,typedBy
CapabilityCategoryText,CapabilityCategoryAbstract,substitutionGroup
CapabilityDescriptionText,TextType,typedBy
CapabilityEndDate,DateType,typedBy
CapabilityGeneralCategoryText,TextType,typedBy
CapabilityGeneralCategoryText,CapabilityGeneralCategoryAbstract,substitutionGroup
CapabilityIdentification,IdentificationType,typedBy
CapabilityIsLimitationIndicator,boolean,typedBy
CapabilityName,TextType,typedBy
CapabilityProficiencyText,TextType,typedBy
CapabilityStartDate,DateType,typedBy
Case,CaseType,typedBy
CaseCategoryText,TextType,typedBy
CaseCategoryText,CaseCategoryAbstract,substitutionGroup
CaseDisposition,CaseDispositionType,typedBy
CaseDisposition,ActivityDisposition,substitutionGroup
CaseDispositionDecision,CaseDispositionDecisionType,typedBy
CaseDispositionDecisionCategoryText,TextType,typedBy
CaseDispositionDecisionCategoryText,CaseDispositionDecisionCategoryAbstract,substitutionGroup
CaseDispositionDecisionText,TextType,typedBy
CaseDispositionFinalDate,DateType,typedBy
CaseDocketID,string,typedBy
CaseFiling,DocumentType,typedBy
CaseGeneralCategoryText,TextType,typedBy
CaseGeneralCategoryText,CaseGeneralCategoryAbstract,substitutionGroup
CaseResolutionText,TextType,typedBy
CaseSubCategoryText,string,typedBy
CaseSubCategoryText,CaseSubCategoryAbstract,substitutionGroup
CaseTitleText,TextType,typedBy
CaseTrackingID,string,typedBy
CaseYearDate,gYear,typedBy
CaveatIssuingAuthorityText,TextType,typedBy
CaveatReferenceDate,DateType,typedBy
CaveatText,TextType,typedBy
Chemical,SubstanceType,typedBy
CircularRegion,CircularRegionType,typedBy
CircularRegionCenterCoordinate,Location2DGeospatialCoordinateType,typedBy
CircularRegionRadiusLengthMeasure,LengthMeasureType,typedBy
Comment,CommentType,typedBy
CommentAuthorText,TextType,typedBy
CommentCreationDate,DateType,typedBy
CommentText,TextType,typedBy
CommentTitleText,TextType,typedBy
CommercialFacility,FacilityType,typedBy
Computer,DeviceType,typedBy
Condition,ConditionType,typedBy
ConditionDisciplinaryAction,DisciplinaryActionType,typedBy
ConditionGroupID,string,typedBy
ConditionMandatoryIndicator,boolean,typedBy
ConditionSetDate,DateType,typedBy
ConditionViolatedIndicator,boolean,typedBy
ConditionViolationDate,DateType,typedBy
ConditionViolationText,TextType,typedBy
ConditionViolationText,ConditionViolationAbstract,substitutionGroup
ConfidencePercent,PercentType,typedBy
ConsumptionRateMeasure,ConsumptionRateMeasureType,typedBy
ContactEmailID,string,typedBy
ContactEmailID,ContactMeansAbstract,substitutionGroup
ContactEntity,EntityType,typedBy
ContactEntityDescriptionText,TextType,typedBy
ContactInformation,ContactInformationType,typedBy
ContactInformationAvailabilityCode,ContactInformationAvailabilityCodeType,typedBy
ContactInformationAvailabilityCode,ContactInformationAvailabilityAbstract,substitutionGroup
ContactInformationAvailabilityText,TextType,typedBy
ContactInformationAvailabilityText,ContactInformationAvailabilityAbstract,substitutionGroup
ContactInformationDescriptionText,TextType,typedBy
ContactInstantMessenger,InstantMessengerType,typedBy
ContactInstantMessenger,ContactMeansAbstract,substitutionGroup
ContactMailingAddress,AddressType,typedBy
ContactMailingAddress,ContactMeansAbstract,substitutionGroup
ContactRadio,ContactRadioType,typedBy
ContactRadio,ContactMeansAbstract,substitutionGroup
ContactRadioCallSignID,string,typedBy
ContactRadioCategoryText,TextType,typedBy
ContactRadioCategoryText,ContactRadioCategoryAbstract,substitutionGroup
ContactRadioChannelText,TextType,typedBy
ContactResponder,PersonType,typedBy
ContactTelephoneNumber,TelephoneNumberType,typedBy
ContactTelephoneNumber,ContactMeansAbstract,substitutionGroup
ContactWebsiteURI,anyURI,typedBy
ContactWebsiteURI,ContactMeansAbstract,substitutionGroup
Container,ItemType,typedBy
Conveyance,ConveyanceType,typedBy
ConveyanceCargoText,TextType,typedBy
ConveyanceColorPrimaryText,TextType,typedBy
ConveyanceColorPrimaryText,ItemColorPrimaryAbstract,substitutionGroup
ConveyanceColorSecondaryText,TextType,typedBy
ConveyanceColorSecondaryText,ItemColorSecondaryAbstract,substitutionGroup
ConveyanceEngineQuantity,nonNegativeInteger,typedBy
ConveyanceFuelCategoryText,TextType,typedBy
ConveyanceFuelCategoryText,ConveyanceFuelCategoryAbstract,substitutionGroup
ConveyanceMotorizedIndicator,boolean,typedBy
ConveyanceOperator,PersonType,typedBy
ConveyancePassengerQuantity,QuantityType,typedBy
ConveyanceTowedIndicator,boolean,typedBy
ConveyedItem,ItemType,typedBy
ConveyedPerson,PersonType,typedBy
CoordinatingAgency,OrganizationType,typedBy
Country,CountryType,typedBy
CountryCode,CodeType,typedBy
CountryCode,CountryRepresentation,substitutionGroup
CountryName,ProperNameTextType,typedBy
CountryName,CountryRepresentation,substitutionGroup
CourtCase,CaseType,typedBy
CoworkerAssociation,PersonAssociationType,typedBy
CreatorName,TextType,typedBy
Crisis,CrisisType,typedBy
CrisisDescriptionText,TextType,typedBy
CrisisIdentification,IdentificationType,typedBy
CrisisImage,ImageType,typedBy
CrisisLocation,LocationType,typedBy
CrisisName,TextType,typedBy
CrisisStatus,StatusType,typedBy
CrisisURLID,anyURI,typedBy
CrossStreetDescriptionText,TextType,typedBy
CrossStreetRelativeLocation,RelativeLocationType,typedBy
CurrencyText,TextType,typedBy
CurrencyText,CurrencyAbstract,substitutionGroup
Date,date,typedBy
Date,DateRepresentation,substitutionGroup
DateMarginOfErrorDuration,duration,typedBy
DateRange,DateRangeType,typedBy
DateRange,DateRepresentation,substitutionGroup
DateTime,dateTime,typedBy
DateTime,DateRepresentation,substitutionGroup
DayDate,gDay,typedBy
DayDate,DateRepresentation,substitutionGroup
Decal,DecalType,typedBy
DecalColorText,TextType,typedBy
DecalColorText,DecalColorAbstract,substitutionGroup
DecalID,string,typedBy
DecalMonthDate,gMonth,typedBy
DecalPeriodText,TextType,typedBy
DecalPeriodText,DecalPeriodAbstract,substitutionGroup
DecalYearDate,gYear,typedBy
Departure,DepartureType,typedBy
DepartureDate,DateType,typedBy
DepartureEstimatedDate,DateType,typedBy
DepartureLocation,LocationType,typedBy
DescriptionText,TextType,typedBy
DeviceCategoryText,TextType,typedBy
DeviceCategoryText,DeviceCategoryAbstract,substitutionGroup
DeviceElectronicAddress,ElectronicAddressType,typedBy
DeviceESNIdentification,IdentificationType,typedBy
DeviceIMEIIdentification,IdentificationType,typedBy
DeviceIncomingTelephoneNumber,TelephoneNumberType,typedBy
DeviceIncomingTelephoneNumber,DeviceReceivedInformationAbstract,substitutionGroup
DeviceIncomingTextMessage,MessageType,typedBy
DeviceIncomingTextMessage,DeviceReceivedInformationAbstract,substitutionGroup
DeviceInformationAssociation,DeviceInformationAssociationType,typedBy
DeviceOutgoingTelephoneNumber,TelephoneNumberType,typedBy
DeviceOutgoingTelephoneNumber,DeviceSentInformationAbstract,substitutionGroup
DeviceOutgoingTextMessage,MessageType,typedBy
DeviceOutgoingTextMessage,DeviceSentInformationAbstract,substitutionGroup
DeviceReceivedEmail,MessageType,typedBy
DeviceReceivedEmail,DeviceReceivedInformationAbstract,substitutionGroup
DeviceSentEmail,MessageType,typedBy
DeviceSentEmail,DeviceSentInformationAbstract,substitutionGroup
DeviceStoredAudioBinary,BinaryType,typedBy
DeviceStoredAudioBinary,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredBinary,BinaryType,typedBy
DeviceStoredBinary,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredContactInformation,ContactInformationType,typedBy
DeviceStoredContactInformation,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredDocument,DocumentType,typedBy
DeviceStoredDocument,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredImage,ImageType,typedBy
DeviceStoredImage,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredTelephoneNumber,TelephoneNumberType,typedBy
DeviceStoredTelephoneNumber,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredText,TextType,typedBy
DeviceStoredText,DeviceStoredInformationAbstract,substitutionGroup
DeviceStoredVideoBinary,BinaryType,typedBy
DeviceStoredVideoBinary,DeviceStoredInformationAbstract,substitutionGroup
DeviceUser,PersonType,typedBy
DeviceVisitedWebsiteURI,anyURI,typedBy
DeviceVisitedWebsiteURI,DeviceVisitedInformationAbstract,substitutionGroup
DirectDialTelephoneNetworkText,TextType,typedBy
DirectDialTelephoneNumber,DirectDialTelephoneNumberType,typedBy
DirectDialTelephoneNumber,TelephoneNumberAbstract,substitutionGroup
DirectDialTelephoneNumberID,string,typedBy
DisciplinaryAction,DisciplinaryActionType,typedBy
DisciplinaryActionAssigner,EntityType,typedBy
DisciplinaryActionCommunityService,ActivityType,typedBy
DisciplinaryActionCounseling,ActivityType,typedBy
DisciplinaryActionEnforcer,EntityType,typedBy
DisciplinaryActionFee,ObligationType,typedBy
DisciplinaryActionPerson,PersonType,typedBy
DisciplinaryActionProgram,ProgramType,typedBy
DisciplinaryActionRestitution,ObligationType,typedBy
Disposition,DispositionType,typedBy
DispositionCategoryText,TextType,typedBy
DispositionCategoryText,DispositionCategoryAbstract,substitutionGroup
DispositionDate,DateType,typedBy
DispositionDescriptionText,TextType,typedBy
DispositionEntity,EntityType,typedBy
DispositionInstrument,DocumentType,typedBy
DispositionReasonText,TextType,typedBy
DispositionReasonText,DispositionReasonAbstract,substitutionGroup
DispositionReportedAuthorityText,TextType,typedBy
DispositionText,TextType,typedBy
DistributionText,TextType,typedBy
Document,DocumentType,typedBy
DocumentApprovedIndicator,boolean,typedBy
DocumentAssociation,DocumentAssociationType,typedBy
DocumentAuthor,EntityType,typedBy
DocumentBinary,BinaryType,typedBy
DocumentBinary,DocumentContentAbstract,substitutionGroup
DocumentCategoryDescriptionText,TextType,typedBy
DocumentCategoryID,string,typedBy
DocumentCategoryID,DocumentCategoryAbstract,substitutionGroup
DocumentCategoryName,TextType,typedBy
DocumentCategoryName,DocumentCategoryAbstract,substitutionGroup
DocumentCategoryText,TextType,typedBy
DocumentCategoryText,DocumentCategoryAbstract,substitutionGroup
DocumentContentListText,TextType,typedBy
DocumentContributor,EntityType,typedBy
DocumentCopyrightIndicator,boolean,typedBy
DocumentCountry,CountryType,typedBy
DocumentCoverageAddress,AddressType,typedBy
DocumentCoverageAddress,DocumentCoverageAbstract,substitutionGroup
DocumentCoverageDate,DateType,typedBy
DocumentCoverageDate,DocumentCoverageAbstract,substitutionGroup
DocumentCoverageText,TextType,typedBy
DocumentCoverageText,DocumentCoverageAbstract,substitutionGroup
DocumentCreationDate,DateType,typedBy
DocumentDescriptionText,TextType,typedBy
DocumentDispositionAuthorityName,TextType,typedBy
DocumentDispositionInstructionText,TextType,typedBy
DocumentDisputedIndicator,boolean,typedBy
DocumentDisputedReasonText,TextType,typedBy
DocumentDisputedReasonText,DocumentDisputedReasonAbstract,substitutionGroup
DocumentEffectiveDate,DateType,typedBy
DocumentEntrySubmitter,PersonType,typedBy
DocumentEUDataPrivacyIndicator,boolean,typedBy
DocumentExpirationDate,DateType,typedBy
DocumentFileControlID,string,typedBy
DocumentFiledDate,DateType,typedBy
DocumentFileExtensionText,TextType,typedBy
DocumentFileName,TextType,typedBy
DocumentFormatCategoryText,TextType,typedBy
DocumentFormatCategoryText,DocumentFormatCategoryAbstract,substitutionGroup
DocumentFormatText,TextType,typedBy
DocumentFormatText,DocumentFormatAbstract,substitutionGroup
DocumentGroupID,string,typedBy
DocumentIdentification,IdentificationType,typedBy
DocumentInformationCutOffDate,DateType,typedBy
DocumentIssuanceLocation,LocationType,typedBy
DocumentIssueDate,DateType,typedBy
DocumentKeywordText,TextType,typedBy
DocumentKeywordText,DocumentKeywordAbstract,substitutionGroup
DocumentLanguage,LanguageType,typedBy
DocumentLastModifiedDate,DateType,typedBy
DocumentLocation,LocationType,typedBy
DocumentLocationURI,anyURI,typedBy
DocumentManagementCyclePeriodText,TextType,typedBy
DocumentMediaCategoryText,TextType,typedBy
DocumentMediaCategoryText,DocumentFormatAbstract,substitutionGroup
DocumentOtherRecipient,EntityType,typedBy
DocumentPermanentRecordIndicator,boolean,typedBy
DocumentPhysicalMediumCategoryText,TextType,typedBy
DocumentPhysicalMediumCategoryText,DocumentPhysicalMediumCategoryAbstract,substitutionGroup
DocumentPhysicalMediumText,TextType,typedBy
DocumentPostDate,DateType,typedBy
DocumentPrivacyActIndicator,boolean,typedBy
DocumentPublicationDate,DateType,typedBy
DocumentReceivedDate,DateType,typedBy
DocumentRecipient,EntityType,typedBy
DocumentRelatedResourceText,TextType,typedBy
DocumentRelationText,TextType,typedBy
DocumentRelationText,DocumentRelationAbstract,substitutionGroup
DocumentRightsText,TextType,typedBy
DocumentSensitivityText,TextType,typedBy
DocumentSensitivityText,DocumentSensitivityAbstract,substitutionGroup
DocumentSequenceID,string,typedBy
DocumentSoftware,SoftwareType,typedBy
DocumentSource,EntityType,typedBy
DocumentSourceText,TextType,typedBy
DocumentStatus,StatusType,typedBy
DocumentSubjectText,TextType,typedBy
DocumentSubjectText,DocumentSubjectAbstract,substitutionGroup
DocumentSubmissionAmount,AmountType,typedBy
DocumentSubmitter,EntityType,typedBy
DocumentSummaryText,TextType,typedBy
DocumentSupplementalMarkingText,TextType,typedBy
DocumentText,TextType,typedBy
DocumentText,DocumentContentAbstract,substitutionGroup
DocumentTitleAlternativeText,TextType,typedBy
DocumentTitleText,TextType,typedBy
DocumentVitalIndicator,boolean,typedBy
Drug,DrugType,typedBy
DrugClassScheduleText,TextType,typedBy
DrugClassScheduleText,DrugClassScheduleAbstract,substitutionGroup
DrugCoverageExceptionReasonText,TextType,typedBy
DrugDaysSupplyQuantity,QuantityType,typedBy
DrugMeasure,SubstanceMeasureType,typedBy
DrugStrengthText,TextType,typedBy
EducationDescriptionText,TextType,typedBy
EducationInProgressIndicator,boolean,typedBy
EducationLevel,EducationLevelType,typedBy
EducationLevelText,TextType,typedBy
EducationLevelText,EducationLevelRepresentation,substitutionGroup
EducationQualification,EducationQualificationType,typedBy
EducationQualificationDescriptionText,TextType,typedBy
EducationQualificationExpirationDate,DateType,typedBy
EducationQualificationInstitution,OrganizationType,typedBy
EducationQualificationIssuedDate,DateType,typedBy
EducationQualificationLevel,EducationLevelType,typedBy
EducationQualificationText,TextType,typedBy
EducationQualificationText,EducationQualificationRepresentation,substitutionGroup
EducationStatus,StatusType,typedBy
EffectiveDate,DateType,typedBy
ElectronicAddress,ElectronicAddressType,typedBy
ElectronicAddressDescriptionText,TextType,typedBy
ElectronicEquipment,ItemType,typedBy
ElectronicInstrument,ItemType,typedBy
Email,MessageType,typedBy
Employee,PersonType,typedBy
EmployeeAssignmentAssociation,EmploymentAssociationType,typedBy
EmployeeContactInformation,ContactInformationType,typedBy
EmployeeFullTimeIndicator,boolean,typedBy
EmployeeHoursDailyQuantity,QuantityType,typedBy
EmployeeHoursFixedIndicator,boolean,typedBy
EmployeeHoursMonthlyQuantity,QuantityType,typedBy
EmployeeHoursWeeklyQuantity,QuantityType,typedBy
EmployeeID,string,typedBy
EmployeeID,SystemUserNameAbstract,substitutionGroup
EmployeeIdentification,IdentificationType,typedBy
EmployeeOccupationCategoryText,TextType,typedBy
EmployeeOccupationCategoryText,EmployeeOccupationCategoryAbstract,substitutionGroup
EmployeeOccupationText,TextType,typedBy
EmployeeOccupationText,EmployeeOccupationAbstract,substitutionGroup
EmployeePayHourlyIndicator,boolean,typedBy
EmployeePosition,EmploymentPositionType,typedBy
EmployeeRankText,TextType,typedBy
EmployeeRankText,EmployeeRankAbstract,substitutionGroup
EmployeeRegistrationIdentification,IdentificationType,typedBy
EmployeeRegistrationIdentification,EmployeeRegistrationAbstract,substitutionGroup
EmployeeSchedule,ScheduleType,typedBy
EmployeeScheduleFixedIndicator,boolean,typedBy
EmployeeShiftText,TextType,typedBy
EmployeeShiftText,EmployeeShiftAbstract,substitutionGroup
EmployeeSupervisor,PersonType,typedBy
EmployeeSupervisorIndicator,boolean,typedBy
Employer,EmployerType,typedBy
EmploymentLengthDuration,duration,typedBy
EmploymentLengthDuration,EmploymentLengthAbstract,substitutionGroup
EmploymentLocation,LocationType,typedBy
EmploymentPayRateAmount,AmountType,typedBy
EmploymentPayRateAmount,EmployeePayAbstract,substitutionGroup
EmploymentPosition,EmploymentPositionType,typedBy
EmploymentPositionBargainingUnitText,TextType,typedBy
EmploymentPositionBargainingUnitText,EmploymentPositionBargainingUnitAbstract,substitutionGroup
EmploymentPositionBasisCode,EmploymentPositionBasisCodeType,typedBy
EmploymentPositionBasisCode,EmploymentPositionBasisAbstract,substitutionGroup
EmploymentPositionBasisText,TextType,typedBy
EmploymentPositionBasisText,EmploymentPositionBasisAbstract,substitutionGroup
EmploymentPositionDepartmentName,TextType,typedBy
EmploymentPositionDutyText,TextType,typedBy
EmploymentPositionEssentialIndicator,boolean,typedBy
EmploymentPositionEssentialLanguage,LanguageType,typedBy
EmploymentPositionIdentification,IdentificationType,typedBy
EmploymentPositionLocation,LocationType,typedBy
EmploymentPositionName,TextType,typedBy
EmploymentPositionName,EmploymentPositionAbstract,substitutionGroup
EmploymentPositionOrganizationAssociation,EmploymentPositionOrganizationAssociationType,typedBy
EmploymentPositionRequiredEducationText,TextType,typedBy
EmploymentPositionRequiredEducationText,EmploymentPositionRequiredEducationAbstract,substitutionGroup
EmploymentPositionRequiredJobSkillText,TextType,typedBy
EmploymentPositionRequiredJobSkillText,EmploymentPositionRequiredJobSkillAbstract,substitutionGroup
EmploymentPositionSupervisoryPosition,EmploymentPositionType,typedBy
EmploymentPositionTemporaryIndicator,boolean,typedBy
EmploymentStatus,StatusType,typedBy
EmptyReasonCode,EmptyReasonCodeType,typedBy
EmptyReasonCode,EmptyReasonAbstract,substitutionGroup
EmptyReasonDescriptionText,TextType,typedBy
EmptyReasonText,TextType,typedBy
EmptyReasonText,EmptyReasonAbstract,substitutionGroup
EncounterCategoryText,TextType,typedBy
EncounterCategoryText,EncounterCategoryAbstract,substitutionGroup
EncounterClassification,EncounterClassificationType,typedBy
EncounterCommentText,TextType,typedBy
EndDate,DateType,typedBy
EndTime,time,typedBy
Entity,EntityType,typedBy
EntityContactInformation,ContactInformationType,typedBy
EntityDescriptionText,TextType,typedBy
EntityItem,ItemType,typedBy
EntityItem,EntityRepresentation,substitutionGroup
EntityLegalIndicator,boolean,typedBy
EntityName,TextType,typedBy
EntityOrganization,OrganizationType,typedBy
EntityOrganization,EntityRepresentation,substitutionGroup
EntityPerson,PersonType,typedBy
EntityPerson,EntityRepresentation,substitutionGroup
Equipment,EquipmentType,typedBy
EquipmentIdentification,IdentificationType,typedBy
EquipmentName,string,typedBy
ExpirationDate,DateType,typedBy
Facility,FacilityType,typedBy
FacilityAssociation,FacilityAssociationType,typedBy
FacilityCapacityDescriptionText,TextType,typedBy
FacilityCapacityQuantity,nonNegativeInteger,typedBy
FacilityCategory,FacilityFunctionType,typedBy
FacilityContactInformation,ContactInformationType,typedBy
FacilityContainsItem,ItemType,typedBy
FacilityDescriptionText,TextType,typedBy
FacilityDocumentAssociation,FacilityDocumentAssociationType,typedBy
FacilityFunctionText,TextType,typedBy
FacilityFunctionText,FacilityFunctionAbstract,substitutionGroup
FacilityIdentification,IdentificationType,typedBy
FacilityImageAssociation,FacilityImageAssociationType,typedBy
FacilityLocation,LocationType,typedBy
FacilityMaxOccupancyQuantity,nonNegativeInteger,typedBy
FacilityMemberCategoryText,TextType,typedBy
FacilityName,ProperNameTextType,typedBy
FacilityOperatingSchedule,ScheduleType,typedBy
FacilityOperationalStatus,StatusType,typedBy
FacilityPersonAssociation,FacilityPersonAssociationType,typedBy
FacilitySecurityLevelText,TextType,typedBy
FacilitySecurityLevelText,FacilitySecurityLevelAbstract,substitutionGroup
FacilitySiteAssociation,FacilitySiteAssociationType,typedBy
FacilitySiteDiagram,ImageType,typedBy
FacilitySubFacilityAssociation,FacilitySubFacilityAssociationType,typedBy
FacilitySystemIdentification,SystemIdentificationType,typedBy
FacilitySystemIPAddressID,string,typedBy
FacilityUsage,FacilityFunctionType,typedBy
Fee,ObligationType,typedBy
FinancialAccount,FinancialAccountType,typedBy
FinancialAccountCategoryText,TextType,typedBy
FinancialAccountClosedIndicator,boolean,typedBy
FinancialAccountHolder,FinancialAccountHolderType,typedBy
FinancialAccountHolderCode,FinancialAccountHolderCodeType,typedBy
FinancialAccountListedName,TextType,typedBy
FinancialAccountNumberCategoryCode,FinancialAccountNumberCategoryCodeType,typedBy
FinancialAccountNumberCategoryCode,IdentificationCategoryAbstract,substitutionGroup
FinancialAccountNumberID,string,typedBy
FinancialAccountPresentBalanceAmount,AmountType,typedBy
FinancialObligationExemptionAmount,AmountType,typedBy
FingerprintTakenIndicator,boolean,typedBy
FiscalYearDate,FiscalYearDateType,typedBy
FiscalYearDate,DateRepresentation,substitutionGroup
FullTelephoneNumber,FullTelephoneNumberType,typedBy
FullTelephoneNumber,TelephoneNumberAbstract,substitutionGroup
GenericEntity,GenericEntityType,typedBy
GenericEntity,EntityRepresentation,substitutionGroup
GeographicCoordinateLatitude,LatitudeCoordinateType,typedBy
GeographicCoordinateLongitude,LongitudeCoordinateType,typedBy
GeographicDatumText,TextType,typedBy
GeographicDatumText,GeographicDatumAbstract,substitutionGroup
HazardousMaterial,SubstanceType,typedBy
HazmatCodeText,TextType,typedBy
HazmatCodeText,HazmatAbstract,substitutionGroup
HexBinaryObject,hexBinary,typedBy
HexBinaryObject,BinaryObjectAbstract,substitutionGroup
Highway,HighwayType,typedBy
HighwayFullText,TextType,typedBy
HighwayID,string,typedBy
HighwayName,TextType,typedBy
HighwayPositionText,TextType,typedBy
Identification,IdentificationType,typedBy
IdentificationCardDesignRevisionDate,DateType,typedBy
IdentificationCategoryDescriptionText,TextType,typedBy
IdentificationCategoryText,TextType,typedBy
IdentificationCategoryText,IdentificationCategoryAbstract,substitutionGroup
IdentificationEffectiveDate,DateType,typedBy
IdentificationElectronicIndicator,boolean,typedBy
IdentificationExpirationDate,DateType,typedBy
IdentificationID,string,typedBy
IdentificationIssueDate,DateType,typedBy
IdentificationIssuerAdministrativeID,string,typedBy
IdentificationIssuerComment,CommentType,typedBy
IdentificationIssuerCountry,CountryType,typedBy
IdentificationIssuerLocalityText,TextType,typedBy
IdentificationIssuerLocation,LocationType,typedBy
IdentificationIssuerOrganization,OrganizationType,typedBy
IdentificationIssuerState,StateType,typedBy
IdentificationIssuerSymbolImage,ImageType,typedBy
IdentificationIssuerText,TextType,typedBy
IdentificationJurisdiction,JurisdictionType,typedBy
IdentificationLimitedTermIndicator,boolean,typedBy
IdentificationPerson,PersonType,typedBy
IdentificationSealImage,ImageType,typedBy
IdentificationSignatureAuthorityName,TextType,typedBy
IdentificationStatus,StatusType,typedBy
IdentificationStatusAdvisoryText,TextType,typedBy
IdentificationStolenLostIndicator,boolean,typedBy
IdentificationTitleText,TextType,typedBy
IdentificationUNDistinguishingSignID,string,typedBy
Identity,IdentityType,typedBy
IdentityCharacteristics,PersonType,typedBy
IdentityCreationDate,DateType,typedBy
IdentityCreationEventText,TextType,typedBy
IdentityStolenIndicator,boolean,typedBy
IdentityTerminationDate,DateType,typedBy
IdentityTerminationEventText,TextType,typedBy
Image,ImageType,typedBy
ImageHeightValue,nonNegativeInteger,typedBy
ImageLocation,LocationType,typedBy
ImageWidthValue,nonNegativeInteger,typedBy
Incident,IncidentType,typedBy
IncidentDayPeriodText,TextType,typedBy
IncidentEvent,ActivityType,typedBy
IncidentJurisdictionalOrganization,OrganizationType,typedBy
IncidentObservationText,TextType,typedBy
IncidentReportedNarrative,DocumentType,typedBy
IncidentVehicleAssociation,ActivityConveyanceAssociationType,typedBy
Inclination90PlusMinusValue,Degree90PlusMinusType,typedBy
Inclination90PlusMinusValue,InclinationAbstract,substitutionGroup
Inclination90Value,Degree90Type,typedBy
Inclination90Value,InclinationAbstract,substitutionGroup
InclinationDecimalValue,decimal,typedBy
InclinationDecimalValue,InclinationAbstract,substitutionGroup
Injury,InjuryType,typedBy
